StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ID,vote2020,Q22,biden_approve_f_1,trump_approve_f_1,avg_f_1,optimism_f_1,unite_f_1,covid_f_1,attention_f,your_yard_f_1,neighbor_yard_f,Q23,biden_approve_nf_1,trump_approve_nf_1,avg_nf_1,optimism_nf_1,unite_nf_1,covid_nf_1,attention_nf,your_yard_nf_1,neighbor_yard_nf,Source Study
3/19/2021 12:09,3/19/2021 12:10,0,24.154.189.57,100,85,1,3/19/2021 12:10,R_yXc26yP1WAc77Cp,,,,,40.87950134,-79.93000031,anonymous,EN,55f5e5e132af740012171c62,1,,,,,,,,,,,a donut or muffin,9,0,9,9,9,9,2021,5,2,1
3/19/2021 12:09,3/19/2021 12:10,0,74.132.224.226,100,72,1,3/19/2021 12:10,R_241QIx71sYmhUxP,,,,,39.02999878,-84.55899811,anonymous,EN,5d34de398f657e00150dd0d5,1,,,,,,,,,,,scrambled eggs and bacon,7,1,8,6,7,7,2021,6,2,1
3/19/2021 12:10,3/19/2021 12:11,0,72.66.108.34,100,95,1,3/19/2021 12:11,R_3JmzMicyVKqGh8m,,,,,38.94090271,-76.94450378,anonymous,EN,5f52e4f162b184600f379760,1,It’s the U.S. flag. thats about it. ,2,0,2,2,6,4,2021,8,2,,,,,,,,,,,1
3/19/2021 12:09,3/19/2021 12:11,0,74.136.83.117,100,124,1,3/19/2021 12:11,R_9Zhq9X5rKbHvPyh,,,,,38.00520325,-84.42299652,anonymous,EN,5fc8508f0471701df9ffd9cf,1,,,,,,,,,,,"sasuage, scrambled eggs, french toast",9,0,9,8,8,10,2021,9,2,1
3/19/2021 12:02,3/19/2021 12:12,0,72.196.235.100,100,569,1,3/19/2021 12:12,R_1GZXW9ieetti3ke,,,,,38.75909424,-77.0923996,anonymous,EN,5e7e659ae47a3d5249d9bd9e,1,,,,,,,,,,,Vegan sausage and waffles,6,0,6,6,7,7,2021,5,3,1
3/19/2021 12:09,3/19/2021 12:12,0,107.77.230.33,100,141,1,3/19/2021 12:12,R_3HZVbQ14J8XyUQB,,,,,34.05439758,-118.2440033,anonymous,EN,5f6531752676190a2ac1b2bc,1,,,,,,,,,,,"My ideal breakfast would be a cheese, egg, and sausage sandwich with a glass of orange juice.",7,1,9,8,6,10,2021,9,2,1
3/19/2021 12:10,3/19/2021 12:12,0,24.143.105.7,100,86,1,3/19/2021 12:12,R_3nV4JTwYmLoEocQ,,,,,47.61369324,-122.3103943,anonymous,EN,6016155f2a5a52794d78ad1e,1,,,,,,,,,,,"French toast, custard style with bruleed crust, with fresh fruit",7,0,7,7,6,8,2021,9,2,1
3/19/2021 12:08,3/19/2021 12:12,0,148.59.174.88,100,229,1,3/19/2021 12:12,R_268CRJbKJYaamrV,,,,,35.10629272,-114.5924988,anonymous,EN,5e6c057dbc9dab1ba2c5bac4,1,,,,,,,,,,,omelete and toasted bagels,10,0,10,10,10,10,2021,8,2,1
3/19/2021 12:11,3/19/2021 12:12,0,134.174.140.32,100,56,1,3/19/2021 12:12,R_W7e75I3qapMjlhT,,,,,42.34269714,-71.09220123,anonymous,EN,5e9a567a22a6fa0ee4cf44f1,1,,,,,,,,,,,Coconut rice pudding with fruits ,8,0,8,7,8,9,2021,4,3,1
3/19/2021 12:09,3/19/2021 12:12,0,72.190.83.69,100,146,1,3/19/2021 12:12,R_0pqwRff3EDXeuNX,,,,,32.87930298,-96.63749695,anonymous,EN,5ffb54924c2f3401e9e2a19d,1,The symbol used to represent the USA,8,0,8,8,7,8,2021,7,2,,,,,,,,,,,1
3/19/2021 12:10,3/19/2021 12:12,0,47.27.7.148,100,135,1,3/19/2021 12:12,R_2S200x93nl2x2mv,,,,,36.06770325,-75.70570374,anonymous,EN,58d3dad59dbe3f0001258f66,1,The US flag represents all of the people who fought and died for our freedom. It means that I belong to a country that stands United together.,10,0,10,8,10,10,2021,5,3,,,,,,,,,,,1
3/19/2021 12:08,3/19/2021 12:12,0,73.114.231.205,100,215,1,3/19/2021 12:12,R_3h5VUABpa5R4mmg,,,,,42.41670227,-71.68289948,anonymous,EN,59c65eb83306be000195bb01,1,"Symbolizes people, land, and government of USA",7,2,8,4,5,8,2021,6,3,,,,,,,,,,,1
3/19/2021 12:10,3/19/2021 12:12,0,40.138.94.214,100,92,1,3/19/2021 12:12,R_1pmc6UxE8XqrgV7,,,,,48.10769653,-122.7944946,anonymous,EN,5aab63833b97410001a8e397,1,"A Symbol for our country. Right now, sadly, I feel as though it has lost a lot of its meaning the past few years. ",7,0,7,7,8,6,2021,7,2,,,,,,,,,,,1
3/19/2021 12:06,3/19/2021 12:12,0,73.63.84.209,100,363,1,3/19/2021 12:12,R_e4eNTy9cq4aNl8l,,,,,40.39419556,-111.8482971,anonymous,EN,5f8e037dd8abc81aaede7728,1,"It used to represent pride but if anything now I feel frustrated by it because I feel like it's been co-opted and bastardized by the conservative right. When people who condemn anthem kneeling in protest as an offense to the US flag then use it as a cheap sticker on their car, as the pattern on their clothes, as a template for unrelated causes (e.g. Thin Blue Line logo), or a 'frame' for their profile pic on Facebook, all to convey how superior their patriotism is? The US flag holds no meaning at that point.",6,0,8,7,8,9,2021,8,2,,,,,,,,,,,1
3/19/2021 12:11,3/19/2021 12:12,0,73.207.45.181,100,57,1,3/19/2021 12:12,R_1I9JNFWRHCHAHXB,,,,,33.93429565,-84.60759735,anonymous,EN,60028a5d282af229bfdbb6de,1,symbol of usa,7,3,6,6,5,7,2021,7,2,,,,,,,,,,,1
3/19/2021 12:11,3/19/2021 12:13,0,74.89.203.50,100,101,1,3/19/2021 12:13,R_1Qrsdck1BUtipXG,,,,,41.04179382,-72.47669983,anonymous,EN,5a6d3a19e6cc4a0001b6c47a,1,,,,,,,,,,,Home made blueberry pancakes,7,4,9,9,7,8,2021,4,3,1
3/19/2021 12:11,3/19/2021 12:13,0,209.122.224.7,100,108,1,3/19/2021 12:13,R_OlHT3pCfmZjUFZT,,,,,40.74279785,-73.97119904,anonymous,EN,5f35834258a6f754f9150404,1,Not much.. it's a flag for a country that I feel at times doesn't welcome me,8,2,6,7,8,9,2021,4,3,,,,,,,,,,,1
3/19/2021 12:10,3/19/2021 12:14,0,98.193.50.3,100,195,1,3/19/2021 12:14,R_2WJCvSSmoCmqPCx,,,,,41.50390625,-88.21520233,anonymous,EN,5bc934c69427200001dd4ef2,1,The thing that Americans respect. ,10,0,10,10,10,10,2021,0,3,,,,,,,,,,,1
3/19/2021 12:12,3/19/2021 12:14,0,130.39.35.167,100,92,1,3/19/2021 12:14,R_2zHKkdOX2DliT7n,,,,,30.41499329,-91.07730103,anonymous,EN,5c05ba6d3828d50001f2b970,1,"Honestly, I kind of hate it because of the kind of people who fly the flag EVERYwhere.",7,0,4,7,7,7,2021,10,2,,,,,,,,,,,1
3/19/2021 12:13,3/19/2021 12:14,0,73.165.210.18,100,66,1,3/19/2021 12:14,R_2ux3axHQPJ5pBo6,,,,,39.79789734,-75.53170013,anonymous,EN,5e30d68e4de4510d34b66da6,1,It is a symbol of our country,10,0,10,10,10,10,the current year - 2021,5,2,,,,,,,,,,,1
3/19/2021 12:11,3/19/2021 12:14,0,107.126.40.89,100,153,1,3/19/2021 12:14,R_2bZucbhwoEwXJ7F,,,,,28.49980164,-81.32879639,anonymous,EN,5d275350982e6e001744fb76,1,,,,,,,,,,,Ham cheeses eggs and steak bacon and breakfast ,10,3,10,10,10,10,2021,5,2,1
3/19/2021 12:12,3/19/2021 12:14,0,24.45.0.229,100,112,1,3/19/2021 12:14,R_3GfzZ2RxLWet1ws,,,,,40.84620667,-74.70559692,anonymous,EN,5c2ed84770d93a0001229099,1,"America, the constitution, rights and freedoms",7,2,6,4,5,9,2021,6,2,,,,,,,,,,,1
3/19/2021 12:13,3/19/2021 12:14,0,66.170.2.1,100,102,1,3/19/2021 12:14,R_3gMkXcgCDgijBDe,,,,,43.10299683,-89.50730133,anonymous,EN,601ec2a014595f388c890c2f,1,,,,,,,,,,,"Cup of coffee, sausage egg and cheese sandwich ",7,1,7,8,7,8,2021,3,3,1
3/19/2021 12:12,3/19/2021 12:14,0,71.205.56.199,100,140,1,3/19/2021 12:14,R_3QVlrLlltAC5AF3,,,,,39.69599915,-105.0345993,anonymous,EN,5ea9281361f86b38c9ebb73e,1,,,,,,,,,,,"sunnyside up eggs, crispy bacon, crispy potatoes, sourdough toast, oj, coffee, water",8,0,7,7,8,8,2021,4,3,1
3/19/2021 12:13,3/19/2021 12:15,0,98.197.204.167,100,70,1,3/19/2021 12:15,R_vUG6EhWto2BOaOJ,,,,,29.57200623,-95.54000092,anonymous,EN,5e485d1d4edf63000d0b1620,1,,,,,,,,,,,Pancakes,8,1,7,8,9,9,2021,8,2,1
3/19/2021 12:14,3/19/2021 12:15,0,67.80.221.54,100,56,1,3/19/2021 12:15,R_1EhddHsUOejflur,,,,,40.68009949,-73.92070007,anonymous,EN,5a65daf2c0d836000107d1ba,1,It's just a symbol,8,0,10,8,8,10,2021,6,2,,,,,,,,,,,1
3/19/2021 12:13,3/19/2021 12:15,0,174.204.73.39,100,110,1,3/19/2021 12:15,R_29mhcJ8xHauhow5,,,,,47.6631012,-122.3029022,anonymous,EN,5fe2f89b39d2ea6f5d2479a2,1,,,,,,,,,,,"Eggs, bacon, potatoes and toast",9,1,8,9,8,9,2021,3,2,1
3/19/2021 12:13,3/19/2021 12:16,0,66.211.112.217,100,162,1,3/19/2021 12:16,R_3PB63GOBhobLSlA,,,,,34.27450562,-88.37930298,anonymous,EN,5a9f085889de8200013f3233,1,,,,,,,,,,,ham and cheese omelette and a glass of orange juice,6,0,7,7,8,10,2021,3,2,1
3/19/2021 12:15,3/19/2021 12:16,0,172.58.4.14,100,75,1,3/19/2021 12:16,R_2uP1BysjdRjIFw0,,,,,33.6026001,-84.47689819,anonymous,EN,5b03136f293d310001025f5f,1,Sacred symbol of our country,8,2,9,8,9,8,2021,6,2,,,,,,,,,,,1
3/19/2021 12:15,3/19/2021 12:16,0,70.167.43.45,100,99,1,3/19/2021 12:16,R_56VTN4g78mQiyD7,,,,,38.04649353,-97.34829712,anonymous,EN,5d89a4e3241e9c0019e2592c,1,,,,,,,,,,,I would like waffles from a local coffee shop ,8,2,8,10,9,9,2021,7,2,1
3/19/2021 12:14,3/19/2021 12:16,0,71.213.138.77,100,117,1,3/19/2021 12:16,R_27jOictC7YO1o8w,,,,,40.26449585,-82.85040283,anonymous,EN,5dd406d9c23e0d3e6dacc034,1,A symbol for the United States,8,0,10,8,8,10,2021,0,3,,,,,,,,,,,1
3/19/2021 12:13,3/19/2021 12:16,0,98.114.101.155,100,204,1,3/19/2021 12:16,R_1N4a9WR3BCFoQEk,,,,,40.26260376,-75.61509705,anonymous,EN,5e8375c53a25e409144f5229,1,"The unity of people of different races, creeds, backgrounds",8,0,8,10,7,9,2021,5,3,,,,,,,,,,,1
3/19/2021 12:15,3/19/2021 12:17,0,73.209.198.147,100,91,1,3/19/2021 12:17,R_3LYLD5m8QFvGD7z,,,,,41.81829834,-87.60949707,anonymous,EN,5fc7d47e2df9df05bbb0d206,1,It is a flag that represents the United States of America.,8,0,9,8,10,10,2021,5,3,,,,,,,,,,,1
3/19/2021 12:15,3/19/2021 12:17,0,72.186.124.163,100,104,1,3/19/2021 12:17,R_3Nw8OJfb54LNLC6,,,,,27.8170929,-82.62680054,anonymous,EN,5dce8f122bcaac0f67f9fafb,1,Aggressive nationalism ,7,0,8,8,8,8,2021,6,3,,,,,,,,,,,1
3/19/2021 12:15,3/19/2021 12:17,0,108.50.163.180,100,115,1,3/19/2021 12:17,R_24xbs44tQpMWUwb,,,,,40.8125,-74.21340179,anonymous,EN,5dd44e07e0b21b4474905f7f,1,,,,,,,,,,,"Taylor ham, bacon, cheddar on a kaiser roll",8,0,10,8,9,10,2021,6,3,1
3/19/2021 12:16,3/19/2021 12:17,0,104.138.241.205,100,79,1,3/19/2021 12:17,R_3fVJYPpculyOX8V,,,,,36.10249329,-80.22239685,anonymous,EN,5ebe02e643acbc0009d4ed1f,1,,,,,,,,,,,biscuits and lots of butter. eggs over easy. mango juice,4,0,6,5,7,8,2021,6,2,1
3/19/2021 12:16,3/19/2021 12:18,0,98.109.18.67,100,90,1,3/19/2021 12:18,R_2c8zF6sBRJNeDp3,,,,,40.94769287,-74.06719971,anonymous,EN,60075566352342238dbf5b11,1,,,,,,,,,,,I like smoked salmon on a piece of toast with cream cheese and avocado.,4,1,6,7,6,7,2021,2,3,1
3/19/2021 12:16,3/19/2021 12:18,0,24.193.99.249,100,68,1,3/19/2021 12:18,R_23VsplhVvEIu2SU,,,,,40.6914978,-73.853302,anonymous,EN,60242f2c056dea0b63656ff9,1,,,,,,,,,,,"Egg and cheese sandwich on a roll, fruit, orange juice and coffee",8,0,9,7,10,9,2021,7,2,1
3/19/2021 12:16,3/19/2021 12:18,0,97.101.252.43,100,98,1,3/19/2021 12:18,R_1DYZGjWP53zu9Vc,,,,,28.49319458,-81.28780365,anonymous,EN,5f91172de658c821812cef48,1,The flag is always going to represent freedom to me.,6,5,6,4,3,5,2021,7,2,,,,,,,,,,,1
3/19/2021 12:17,3/19/2021 12:18,0,172.85.47.122,100,69,1,3/19/2021 12:18,R_3nHrBHuiM9mG7dh,,,,,40.69909668,-74.22810364,anonymous,EN,5f528fc52213ce5695342304,1,,,,,,,,,,,Pancakes and fruit,9,0,7,7,7,8,2021,4,3,1
3/19/2021 12:17,3/19/2021 12:18,0,71.82.103.65,100,71,1,3/19/2021 12:18,R_3LjXhP4rgEJyaic,,,,,42.78930664,-83.71350098,anonymous,EN,60412b469c996207fe6033c3,1,It has lost patriotic meaning over the past six years,8,1,9,10,8,9,2021,8,2,,,,,,,,,,,1
3/19/2021 12:17,3/19/2021 12:18,0,73.12.89.14,100,107,1,3/19/2021 12:18,R_XnTr3KOzt1wMxjP,,,,,37.46380615,-77.39800262,anonymous,EN,5fc7e42eae2a8f07093da624,1,,,,,,,,,,,"French toast, eggs, sausage, mimosa",8,0,7,3,6,9,2021,2,2,1
3/19/2021 12:17,3/19/2021 12:19,0,172.58.56.53,100,122,1,3/19/2021 12:19,R_1gNqD6bZh7cVv08,,,,,35.03729248,-106.6712036,anonymous,EN,5b15929c1e55760001ba227b,1,"Honor, love of country ",10,0,10,10,10,10,2021,5,3,,,,,,,,,,,1
3/19/2021 12:17,3/19/2021 12:19,0,174.204.23.96,100,152,1,3/19/2021 12:19,R_DGhS2tO7ALR20LL,,,,,40.69819641,-111.8410034,anonymous,EN,6047154617b0fd1950dc9179,1,,,,,,,,,,,"Toast, bacon, a couple pieces of sausage, a biscuit",6,0,6,4,7,10,2021,2,3,1
3/19/2021 12:18,3/19/2021 12:20,0,50.82.167.153,100,123,1,3/19/2021 12:20,R_2tsVhOYPZ6ixZed,,,,,40.74909973,-95.03800201,anonymous,EN,5e0c12d97bf57240daea3189,1,,,,,,,,,,,"bacon, eggs, hash browns, toast and orange juice",9,0,8,7,9,10,2021,10,2,1
3/19/2021 12:11,3/19/2021 12:20,0,67.52.219.51,100,541,1,3/19/2021 12:20,R_11ZWIaKyNbxjYY0,,,,,47.69749451,-116.7807999,anonymous,EN,5e7e48efea7a2b0a580fb0fd,1,,,,,,,,,,,"Crepes, cinnamon sugar, and fruit.",9,0,10,9,9,8,2021,9,2,1
3/19/2021 12:17,3/19/2021 12:20,0,68.47.145.33,100,146,1,3/19/2021 12:20,R_2ZEcqnaSgzRoxCW,,,,,30.19090271,-85.66960144,anonymous,EN,6032ea61c7be4d38020aba9a,1,Freedom for all,10,0,10,10,10,10,2021,1,3,,,,,,,,,,,1
3/19/2021 12:19,3/19/2021 12:20,0,108.214.111.1,100,75,1,3/19/2021 12:20,R_s82ibnuws6v5xol,,,,,25.98429871,-80.21489716,anonymous,EN,5da4e65ee7fdf4001aa4dab1,1,"Honestly, doesnt mean much.",6,1,5,6,7,6,How I feel about Joe Bidens performance.,7,2,,,,,,,,,,,1
3/19/2021 12:19,3/19/2021 12:20,0,76.102.149.98,100,53,1,3/19/2021 12:20,R_6KEEdK3U1o21U0V,,,,,37.34790039,-122.0350952,anonymous,EN,5fecf6e660d5fba3b127a9c4,1,Spirt of America,10,0,10,10,10,10,2021,0,3,,,,,,,,,,,1
3/19/2021 12:19,3/19/2021 12:20,0,45.31.61.97,100,82,1,3/19/2021 12:20,R_3ewSDFnV4Q2H3Wh,,,,,33.56790161,-117.7046051,anonymous,EN,5fd1a05efb204f1ad9f6e025,1,,,,,,,,,,,"Anda Paratha (if you know, you know)",7,3,6,7,7,7,2021,8,2,1
3/19/2021 12:19,3/19/2021 12:20,0,144.13.254.83,100,99,1,3/19/2021 12:20,R_2TorFVuraWe6Pgn,,,,,44.87179565,-91.92649841,anonymous,EN,5ec4feee144f4f40ecc6d880,1,The US flag reminds me of getting up every morning to go to school and standing and chanting the alleigence.,5,1,6,7,6,5,2021,7,2,,,,,,,,,,,1
3/19/2021 12:19,3/19/2021 12:21,0,173.175.216.69,100,112,1,3/19/2021 12:21,R_1puJHr1skBH0h1c,,,,,32.73190308,-96.90570068,anonymous,EN,5e72411d49bb4816bd49d0fc,1,,,,,,,,,,,Tasty and filling but also not too unhealthy.,4,0,10,3,5,9,2021,6,2,1
3/19/2021 12:20,3/19/2021 12:21,0,76.210.190.57,100,92,1,3/19/2021 12:21,R_12mWkaBRdMqMfNN,,,,,30.34140015,-97.73120117,anonymous,EN,5f127bf1c550c71c839454f6,1,It's a symbol representing America,3,2,3,6,7,7,2021,7,2,,,,,,,,,,,1
3/19/2021 12:20,3/19/2021 12:21,0,73.181.186.107,100,89,1,3/19/2021 12:21,R_u81BzgXIeBSx7Wh,,,,,47.66630554,-117.3016968,anonymous,EN,5a502ce176d1c60001aa973d,1,,,,,,,,,,,"A cup of fresh brewed coffee, scrambled egg and whole wheat toast.  ",8,0,10,7,9,9,2021,1,3,1
3/19/2021 12:20,3/19/2021 12:22,0,173.18.212.202,100,88,1,3/19/2021 12:22,R_3CJHaoveMrZbWft,,,,,41.6013031,-90.32630157,anonymous,EN,573bc4fbf3580b000fce0af4v,1,,,,,,,,,,,Fruit smoothie,9,0,9,9,10,9,2021,0,3,1
3/19/2021 12:20,3/19/2021 12:22,0,73.223.180.142,100,115,1,3/19/2021 12:22,R_3Gg50zoXME3RtnB,,,,,37.75059509,-122.4121017,anonymous,EN,602d8cdb33061980afeb74a0,1,It's a flag that symbolizes the current US states and original colonies.,8,0,7,7,7,8,2021,6,2,,,,,,,,,,,1
3/19/2021 12:21,3/19/2021 12:22,0,76.93.211.117,100,60,1,3/19/2021 12:22,R_sh4x97Yng5UeY2l,,,,,21.31329346,-157.822998,anonymous,EN,55c6ba88fdf99b7bc9ca3fd1,1,Our country united,8,0,9,8,8,10,2021,9,2,,,,,,,,,,,1
3/19/2021 12:21,3/19/2021 12:22,0,128.84.124.115,100,61,1,3/19/2021 12:22,R_Qg0exvAxuGMVtkJ,,,,,42.44520569,-76.49199677,anonymous,EN,5e51ff2485649722ffcc1397,1,national pride,6,4,5,5,7,8,2021,3,3,,,,,,,,,,,1
3/19/2021 12:22,3/19/2021 12:22,0,100.33.0.33,100,56,1,3/19/2021 12:22,R_1dlWatAaynHmEy1,,,,,40.6703949,-73.69809723,anonymous,EN,5ec5b41217e1c9627364f27f,1,Freedom and unity ,8,4,6,6,8,8,2021,6,2,,,,,,,,,,,1
3/19/2021 12:19,3/19/2021 12:23,0,70.184.82.45,100,203,1,3/19/2021 12:23,R_8IYcuIFthvQor6N,,,,,32.25030518,-110.9449997,anonymous,EN,5f53a7dc6396fb6c5765f87e,1,,,,,,,,,,,Tea and Bread,6,5,7,9,7,8,2021,10,3,1
3/19/2021 12:21,3/19/2021 12:23,0,174.225.5.63,100,82,1,3/19/2021 12:23,R_3FVEREs4QyVZ9DA,,,,,40.69470215,-74.26879883,anonymous,EN,5c5c605231c89c0001bae560,1,,,,,,,,,,,"Bacon, eggs, rye toast",4,0,5,4,5,8,2021,6,2,1
3/19/2021 12:22,3/19/2021 12:23,0,24.91.45.101,100,67,1,3/19/2021 12:23,R_2TWZEBKttHIQD2v,,,,,43.01100159,-71.45709991,anonymous,EN,5ffe516acbc37a4ae7eac4a1,1,,,,,,,,,,,Two sliced of hot buttery toast,3,0,5,3,5,7,2021,5,2,1
3/19/2021 12:22,3/19/2021 12:23,0,108.17.17.215,100,88,1,3/19/2021 12:23,R_3kd3ipB7FifeL4k,,,,,42.97520447,-78.88159943,anonymous,EN,5a75525b000dab00018c0ae7,1,,,,,,,,,,,hot coffee with eggs and bacon ,10,0,10,10,10,10,2021,5,3,1
3/19/2021 12:23,3/19/2021 12:23,0,99.34.189.162,100,54,1,3/19/2021 12:23,R_3fCZFvyLC41i4pd,,,,,34.06750488,-118.3520966,anonymous,EN,5c0968ef600aff0001d707eb,1,It is a representation of the US,7,2,8,7,7,8,2021,6,2,,,,,,,,,,,1
3/19/2021 12:20,3/19/2021 12:24,0,98.211.104.29,100,237,1,3/19/2021 12:24,R_NXfcJU0yp8JxbWN,,,,,38.35229492,-75.53859711,anonymous,EN,603c5f3d5862f1a0b9733a6e,1,"To me, the US flag is merely a symbol. It is not the essence of the US; it is often used as an excuse for national pride to cloak white supremacy. I think of Sage Francis' ""Makeshift Patriot.""",8,0,10,9,9,10,2021,7,2,,,,,,,,,,,1
3/19/2021 12:22,3/19/2021 12:24,0,75.190.180.178,100,110,1,3/19/2021 12:24,R_2riTUtmES4AvqXE,,,,,35.24940491,-81.3812027,anonymous,EN,5eda9438ff2fef6c2b40d1b9,1,,,,,,,,,,,livermush biscuits,9,2,9,8,8,9,2021,5,3,1
3/19/2021 12:22,3/19/2021 12:24,0,158.222.231.20,100,98,1,3/19/2021 12:24,R_1ptl4NXJ1cOVnU1,,,,,40.66430664,-73.9763031,anonymous,EN,5d8eb6bc63b8df001921d2a0,1,"It stands for freedom, bravery, and justice.",8,1,8,8,9,8,2021,2,3,,,,,,,,,,,1
3/19/2021 12:23,3/19/2021 12:24,0,184.18.32.167,100,112,1,3/19/2021 12:24,R_8w4TaOJ87p9EpFL,,,,,41.09770203,-85.11759949,anonymous,EN,5fc3f6c15477126b8965524f,1,,,,,,,,,,,coffee and a pastry,8,0,8,9,8,8,2021,5,2,1
3/19/2021 12:23,3/19/2021 12:25,0,24.163.32.49,100,87,1,3/19/2021 12:25,R_UsRGbfYIlug5pfj,,,,,35.58309937,-78.7881012,anonymous,EN,5efc3ca2916b001fc0b7dc39,1,,,,,,,,,,,I love a hot breakfast that is savory rather than super sweet.  A few sweet things on the side are always nice options but not necessary.,9,0,8,8,9,10,2021,9,2,1
3/19/2021 12:24,3/19/2021 12:25,0,99.89.114.81,100,83,1,3/19/2021 12:25,R_1oaN85ZajjB6lYp,,,,,38.6105957,-121.2789001,anonymous,EN,5fc590f261a3a0111d53a300,1,It's symbolic of my country and doesn't mean much on it's own.,6,1,7,6,7,8,2021,3,2,,,,,,,,,,,1
3/19/2021 12:23,3/19/2021 12:25,0,69.127.249.230,100,172,1,3/19/2021 12:25,R_3fNtshVfhXjPpED,,,,,41.05819702,-73.65769958,anonymous,EN,5d939684f453df0018340676,1,,,,,,,,,,,"Bacon, egg and cheese sandwich.",9,1,9,9,9,8,2021,2,3,1
3/19/2021 12:25,3/19/2021 12:25,0,96.245.190.74,100,49,1,3/19/2021 12:25,R_2dS9F3xG6Si4fwZ,,,,,40.30610657,-75.14830017,anonymous,EN,5ae3563e5cd05500015ed96b,1,Literally nothing.,7,0,8,8,9,8,2021,6,2,,,,,,,,,,,1
3/19/2021 12:24,3/19/2021 12:25,0,73.183.129.216,100,114,1,3/19/2021 12:25,R_3GpL8b66J6AWuGz,,,,,29.45779419,-95.03420258,anonymous,EN,5f0df5a03845a80dfb809e2f,1,,,,,,,,,,,Eggs benedict,8,0,8,9,10,10,2021,7,2,1
3/19/2021 12:23,3/19/2021 12:26,0,97.113.13.105,100,146,1,3/19/2021 12:26,R_2ByOCAOtWpwc8KZ,,,,,47.61369324,-122.3103943,anonymous,EN,5f5be44433097f39b8ac2223,1,It's a symbol of my country.,9,2,7,8,9,10,2021,6,3,,,,,,,,,,,1
3/19/2021 12:24,3/19/2021 12:26,0,67.245.159.92,100,99,1,3/19/2021 12:26,R_RVQqlWVHPzPoxYl,,,,,40.71490479,-73.98930359,anonymous,EN,5d55a1f2fab56e000140df8f,1,It is just the flag of the country,7,2,4,5,3,7,2021,0,3,,,,,,,,,,,1
3/19/2021 12:24,3/19/2021 12:26,0,24.191.1.62,100,127,1,3/19/2021 12:26,R_3FKEqL4FQdRVchq,,,,,40.66729736,-73.45929718,anonymous,EN,5eee262c7da4d228a43a4027,1,Our United States. ,8,2,9,8,9,10,2021,0,2,,,,,,,,,,,1
3/19/2021 12:24,3/19/2021 12:27,0,98.14.217.190,100,131,1,3/19/2021 12:27,R_2UaBLuCNWDS2tlg,,,,,40.69500732,-73.79100037,anonymous,EN,5cd8aebb5df66e0001d572c4,1,,,,,,,,,,,Maybe an egg omelette with some toast and tea. ,10,0,9,10,5,9,2021,9,2,1
3/19/2021 12:24,3/19/2021 12:27,0,50.192.9.49,100,135,1,3/19/2021 12:27,R_3HhUV4HXjo4hf1I,,,,,41.42739868,-75.64649963,anonymous,EN,5c7b25a44660bf0013c73198,1,A symbol of liberty and respect.,9,1,9,8,9,9,2021,5,2,,,,,,,,,,,1
3/19/2021 12:25,3/19/2021 12:27,0,174.218.149.63,100,94,1,3/19/2021 12:27,R_2CZoQMShTHIu4br,,,,,33.77220154,-84.39279938,anonymous,EN,5fad9934e0f4c3142fda0cb3,1,,,,,,,,,,,"I like to fast so I usually skip breakfast. If I had to choose, a salad and eggs would be good",10,0,10,10,10,10,2021,0,3,1
3/19/2021 12:25,3/19/2021 12:27,0,73.137.59.99,100,137,1,3/19/2021 12:27,R_1nOrXvRZ6EbBYDE,,,,,33.69259644,-84.25090027,anonymous,EN,5fdcd8be3986cc281ac5952e,1,,,,,,,,,,,"Vegan waffle in a cute shape, with fruit",5,1,5,6,5,8,2021,6,3,1
3/19/2021 12:25,3/19/2021 12:27,0,107.145.142.161,100,114,1,3/19/2021 12:27,R_3kA48cwTJF8xAAS,,,,,28.27639771,-80.65679932,anonymous,EN,604bdc45b6548d6106b9829a,1,It means democracy and progress,10,5,10,5,10,10,2021,4,1,,,,,,,,,,,1
3/19/2021 12:24,3/19/2021 12:27,0,173.29.107.195,100,184,1,3/19/2021 12:27,R_1JELccFwEwj4e0c,,,,,43.32269287,-91.79389954,anonymous,EN,6029b02506a226946a2f7734,1,,,,,,,,,,,French toast with syrup and berries.,8,0,8,8,7,8,2021,9,2,1
3/19/2021 12:24,3/19/2021 12:28,0,199.201.92.52,100,238,1,3/19/2021 12:28,R_3MfFtgD6cxUznLR,,,,,45.84910583,-119.7142944,anonymous,EN,5e4648c28072a311eb52e833,1,"The US flag is a symbol of freedom and unity, wanting to lead not just follow. ",9,2,7,8,8,10,2021,8,3,,,,,,,,,,,1
3/19/2021 12:22,3/19/2021 12:29,0,174.252.128.169,100,438,1,3/19/2021 12:29,R_1FdJ4wfFF55L0it,,,,,40.79620361,-76.42259979,anonymous,EN,603a68aad98e955cdccb9aec,1,Leaders of the free world,7,2,9,6,8,10,2021,8,2,,,,,,,,,,,1
3/19/2021 12:30,3/19/2021 12:31,0,76.92.93.175,100,73,1,3/19/2021 12:31,R_1zvV7ekY6Z5t20x,,,,,32.7808075,-115.5626984,anonymous,EN,5e04a5e4500f06f0a31d3123,1,,,,,,,,,,,It would be a fruit smoothie and some pancakes.,8,1,9,7,7,9,2021,6,3,1
